"s","cov","pointwise","params","n_ids","knots_div","smooth_method"
35,"beta_1",0.88,"elife_175",15,8,"GCV.Cp"
36,"beta_0",1,"elife_175",15,8,"GCV.Cp"
36,"beta_1",0.855,"elife_175",15,8,"GCV.Cp"
37,"beta_0",1,"elife_175",15,8,"GCV.Cp"
37,"beta_1",0.875,"elife_175",15,8,"GCV.Cp"
38,"beta_0",1,"elife_175",15,8,"GCV.Cp"
38,"beta_1",0.87,"elife_175",15,8,"GCV.Cp"
39,"beta_0",1,"elife_175",15,8,"GCV.Cp"
39,"beta_1",0.89,"elife_175",15,8,"GCV.Cp"
40,"beta_0",1,"elife_175",15,8,"GCV.Cp"
40,"beta_1",0.9,"elife_175",15,8,"GCV.Cp"
41,"beta_0",1,"elife_175",15,8,"GCV.Cp"
41,"beta_1",0.91,"elife_175",15,8,"GCV.Cp"
42,"beta_0",1,"elife_175",15,8,"GCV.Cp"
42,"beta_1",0.895,"elife_175",15,8,"GCV.Cp"
43,"beta_0",1,"elife_175",15,8,"GCV.Cp"
43,"beta_1",0.87,"elife_175",15,8,"GCV.Cp"
44,"beta_0",1,"elife_175",15,8,"GCV.Cp"
44,"beta_1",0.895,"elife_175",15,8,"GCV.Cp"
45,"beta_0",1,"elife_175",15,8,"GCV.Cp"
45,"beta_1",0.9,"elife_175",15,8,"GCV.Cp"
46,"beta_0",1,"elife_175",15,8,"GCV.Cp"
46,"beta_1",0.925,"elife_175",15,8,"GCV.Cp"
47,"beta_0",1,"elife_175",15,8,"GCV.Cp"
47,"beta_1",0.925,"elife_175",15,8,"GCV.Cp"
48,"beta_0",1,"elife_175",15,8,"GCV.Cp"
48,"beta_1",0.945,"elife_175",15,8,"GCV.Cp"
49,"beta_0",1,"elife_175",15,8,"GCV.Cp"
49,"beta_1",0.94,"elife_175",15,8,"GCV.Cp"
50,"beta_0",1,"elife_175",15,8,"GCV.Cp"
50,"beta_1",0.94,"elife_175",15,8,"GCV.Cp"
51,"beta_0",1,"elife_175",15,8,"GCV.Cp"
51,"beta_1",0.945,"elife_175",15,8,"GCV.Cp"
52,"beta_0",1,"elife_175",15,8,"GCV.Cp"
52,"beta_1",0.925,"elife_175",15,8,"GCV.Cp"
53,"beta_0",1,"elife_175",15,8,"GCV.Cp"
53,"beta_1",0.905,"elife_175",15,8,"GCV.Cp"
54,"beta_0",1,"elife_175",15,8,"GCV.Cp"
54,"beta_1",0.91,"elife_175",15,8,"GCV.Cp"
55,"beta_0",1,"elife_175",15,8,"GCV.Cp"
55,"beta_1",0.905,"elife_175",15,8,"GCV.Cp"
56,"beta_0",1,"elife_175",15,8,"GCV.Cp"
56,"beta_1",0.91,"elife_175",15,8,"GCV.Cp"
57,"beta_0",1,"elife_175",15,8,"GCV.Cp"
57,"beta_1",0.935,"elife_175",15,8,"GCV.Cp"
58,"beta_0",1,"elife_175",15,8,"GCV.Cp"
58,"beta_1",0.955,"elife_175",15,8,"GCV.Cp"
59,"beta_0",1,"elife_175",15,8,"GCV.Cp"
59,"beta_1",0.945,"elife_175",15,8,"GCV.Cp"
60,"beta_0",1,"elife_175",15,8,"GCV.Cp"
60,"beta_1",0.935,"elife_175",15,8,"GCV.Cp"
61,"beta_0",1,"elife_175",15,8,"GCV.Cp"
61,"beta_1",0.91,"elife_175",15,8,"GCV.Cp"
62,"beta_0",1,"elife_175",15,8,"GCV.Cp"
62,"beta_1",0.89,"elife_175",15,8,"GCV.Cp"
63,"beta_0",1,"elife_175",15,8,"GCV.Cp"
63,"beta_1",0.89,"elife_175",15,8,"GCV.Cp"
64,"beta_0",1,"elife_175",15,8,"GCV.Cp"
64,"beta_1",0.915,"elife_175",15,8,"GCV.Cp"
65,"beta_0",1,"elife_175",15,8,"GCV.Cp"
65,"beta_1",0.915,"elife_175",15,8,"GCV.Cp"
66,"beta_0",1,"elife_175",15,8,"GCV.Cp"
66,"beta_1",0.915,"elife_175",15,8,"GCV.Cp"
67,"beta_0",1,"elife_175",15,8,"GCV.Cp"
67,"beta_1",0.905,"elife_175",15,8,"GCV.Cp"
68,"beta_0",1,"elife_175",15,8,"GCV.Cp"
68,"beta_1",0.895,"elife_175",15,8,"GCV.Cp"
69,"beta_0",1,"elife_175",15,8,"GCV.Cp"
69,"beta_1",0.9,"elife_175",15,8,"GCV.Cp"
70,"beta_0",1,"elife_175",15,8,"GCV.Cp"
70,"beta_1",0.905,"elife_175",15,8,"GCV.Cp"
71,"beta_0",1,"elife_175",15,8,"GCV.Cp"
71,"beta_1",0.865,"elife_175",15,8,"GCV.Cp"
72,"beta_0",1,"elife_175",15,8,"GCV.Cp"
72,"beta_1",0.845,"elife_175",15,8,"GCV.Cp"
73,"beta_0",1,"elife_175",15,8,"GCV.Cp"
73,"beta_1",0.85,"elife_175",15,8,"GCV.Cp"
74,"beta_0",1,"elife_175",15,8,"GCV.Cp"
74,"beta_1",0.86,"elife_175",15,8,"GCV.Cp"
75,"beta_0",1,"elife_175",15,8,"GCV.Cp"
75,"beta_1",0.87,"elife_175",15,8,"GCV.Cp"
76,"beta_0",1,"elife_175",15,8,"GCV.Cp"
76,"beta_1",0.885,"elife_175",15,8,"GCV.Cp"
77,"beta_0",1,"elife_175",15,8,"GCV.Cp"
77,"beta_1",0.905,"elife_175",15,8,"GCV.Cp"
78,"beta_0",1,"elife_175",15,8,"GCV.Cp"
78,"beta_1",0.89,"elife_175",15,8,"GCV.Cp"
79,"beta_0",1,"elife_175",15,8,"GCV.Cp"
79,"beta_1",0.9,"elife_175",15,8,"GCV.Cp"
80,"beta_0",1,"elife_175",15,8,"GCV.Cp"
80,"beta_1",0.895,"elife_175",15,8,"GCV.Cp"
81,"beta_0",1,"elife_175",15,8,"GCV.Cp"
81,"beta_1",0.91,"elife_175",15,8,"GCV.Cp"
82,"beta_0",1,"elife_175",15,8,"GCV.Cp"
82,"beta_1",0.905,"elife_175",15,8,"GCV.Cp"
83,"beta_0",1,"elife_175",15,8,"GCV.Cp"
83,"beta_1",0.9,"elife_175",15,8,"GCV.Cp"
84,"beta_0",1,"elife_175",15,8,"GCV.Cp"
84,"beta_1",0.875,"elife_175",15,8,"GCV.Cp"
85,"beta_0",1,"elife_175",15,8,"GCV.Cp"
85,"beta_1",0.86,"elife_175",15,8,"GCV.Cp"
86,"beta_0",1,"elife_175",15,8,"GCV.Cp"
86,"beta_1",0.885,"elife_175",15,8,"GCV.Cp"
87,"beta_0",1,"elife_175",15,8,"GCV.Cp"
87,"beta_1",0.895,"elife_175",15,8,"GCV.Cp"
88,"beta_0",1,"elife_175",15,8,"GCV.Cp"
88,"beta_1",0.925,"elife_175",15,8,"GCV.Cp"
89,"beta_0",1,"elife_175",15,8,"GCV.Cp"
89,"beta_1",0.925,"elife_175",15,8,"GCV.Cp"
90,"beta_0",1,"elife_175",15,8,"GCV.Cp"
90,"beta_1",0.915,"elife_175",15,8,"GCV.Cp"
91,"beta_0",1,"elife_175",15,8,"GCV.Cp"
91,"beta_1",0.92,"elife_175",15,8,"GCV.Cp"
92,"beta_0",1,"elife_175",15,8,"GCV.Cp"
92,"beta_1",0.92,"elife_175",15,8,"GCV.Cp"
93,"beta_0",1,"elife_175",15,8,"GCV.Cp"
93,"beta_1",0.92,"elife_175",15,8,"GCV.Cp"
94,"beta_0",1,"elife_175",15,8,"GCV.Cp"
94,"beta_1",0.92,"elife_175",15,8,"GCV.Cp"
95,"beta_0",1,"elife_175",15,8,"GCV.Cp"
95,"beta_1",0.915,"elife_175",15,8,"GCV.Cp"
96,"beta_0",1,"elife_175",15,8,"GCV.Cp"
96,"beta_1",0.925,"elife_175",15,8,"GCV.Cp"
97,"beta_0",1,"elife_175",15,8,"GCV.Cp"
97,"beta_1",0.93,"elife_175",15,8,"GCV.Cp"
98,"beta_0",1,"elife_175",15,8,"GCV.Cp"
98,"beta_1",0.915,"elife_175",15,8,"GCV.Cp"
99,"beta_0",1,"elife_175",15,8,"GCV.Cp"
99,"beta_1",0.935,"elife_175",15,8,"GCV.Cp"
100,"beta_0",1,"elife_175",15,8,"GCV.Cp"
100,"beta_1",0.925,"elife_175",15,8,"GCV.Cp"
101,"beta_0",1,"elife_175",15,8,"GCV.Cp"
101,"beta_1",0.94,"elife_175",15,8,"GCV.Cp"
1,"beta_0",1,"elife_177",15,8,"GCV.Cp"
1,"beta_1",0.965,"elife_177",15,8,"GCV.Cp"
2,"beta_0",1,"elife_177",15,8,"GCV.Cp"
2,"beta_1",0.93,"elife_177",15,8,"GCV.Cp"
3,"beta_0",1,"elife_177",15,8,"GCV.Cp"
3,"beta_1",0.91,"elife_177",15,8,"GCV.Cp"
4,"beta_0",1,"elife_177",15,8,"GCV.Cp"
4,"beta_1",0.905,"elife_177",15,8,"GCV.Cp"
5,"beta_0",1,"elife_177",15,8,"GCV.Cp"
5,"beta_1",0.915,"elife_177",15,8,"GCV.Cp"
6,"beta_0",1,"elife_177",15,8,"GCV.Cp"
6,"beta_1",0.875,"elife_177",15,8,"GCV.Cp"
7,"beta_0",1,"elife_177",15,8,"GCV.Cp"
7,"beta_1",0.865,"elife_177",15,8,"GCV.Cp"
8,"beta_0",1,"elife_177",15,8,"GCV.Cp"
8,"beta_1",0.88,"elife_177",15,8,"GCV.Cp"
9,"beta_0",1,"elife_177",15,8,"GCV.Cp"
9,"beta_1",0.885,"elife_177",15,8,"GCV.Cp"
10,"beta_0",1,"elife_177",15,8,"GCV.Cp"
10,"beta_1",0.895,"elife_177",15,8,"GCV.Cp"
11,"beta_0",1,"elife_177",15,8,"GCV.Cp"
11,"beta_1",0.9,"elife_177",15,8,"GCV.Cp"
12,"beta_0",1,"elife_177",15,8,"GCV.Cp"
12,"beta_1",0.905,"elife_177",15,8,"GCV.Cp"
13,"beta_0",1,"elife_177",15,8,"GCV.Cp"
13,"beta_1",0.89,"elife_177",15,8,"GCV.Cp"
14,"beta_0",1,"elife_177",15,8,"GCV.Cp"
14,"beta_1",0.87,"elife_177",15,8,"GCV.Cp"
15,"beta_0",1,"elife_177",15,8,"GCV.Cp"
15,"beta_1",0.87,"elife_177",15,8,"GCV.Cp"
16,"beta_0",1,"elife_177",15,8,"GCV.Cp"
16,"beta_1",0.895,"elife_177",15,8,"GCV.Cp"
17,"beta_0",1,"elife_177",15,8,"GCV.Cp"
17,"beta_1",0.895,"elife_177",15,8,"GCV.Cp"
18,"beta_0",1,"elife_177",15,8,"GCV.Cp"
18,"beta_1",0.915,"elife_177",15,8,"GCV.Cp"
19,"beta_0",1,"elife_177",15,8,"GCV.Cp"
19,"beta_1",0.895,"elife_177",15,8,"GCV.Cp"
20,"beta_0",1,"elife_177",15,8,"GCV.Cp"
20,"beta_1",0.9,"elife_177",15,8,"GCV.Cp"
21,"beta_0",1,"elife_177",15,8,"GCV.Cp"
21,"beta_1",0.915,"elife_177",15,8,"GCV.Cp"
22,"beta_0",1,"elife_177",15,8,"GCV.Cp"
22,"beta_1",0.9,"elife_177",15,8,"GCV.Cp"
23,"beta_0",1,"elife_177",15,8,"GCV.Cp"
23,"beta_1",0.89,"elife_177",15,8,"GCV.Cp"
24,"beta_0",1,"elife_177",15,8,"GCV.Cp"
24,"beta_1",0.9,"elife_177",15,8,"GCV.Cp"
25,"beta_0",1,"elife_177",15,8,"GCV.Cp"
25,"beta_1",0.915,"elife_177",15,8,"GCV.Cp"
26,"beta_0",1,"elife_177",15,8,"GCV.Cp"
26,"beta_1",0.915,"elife_177",15,8,"GCV.Cp"
27,"beta_0",1,"elife_177",15,8,"GCV.Cp"
27,"beta_1",0.905,"elife_177",15,8,"GCV.Cp"
28,"beta_0",1,"elife_177",15,8,"GCV.Cp"
28,"beta_1",0.915,"elife_177",15,8,"GCV.Cp"
29,"beta_0",1,"elife_177",15,8,"GCV.Cp"
29,"beta_1",0.92,"elife_177",15,8,"GCV.Cp"
30,"beta_0",1,"elife_177",15,8,"GCV.Cp"
30,"beta_1",0.91,"elife_177",15,8,"GCV.Cp"
31,"beta_0",1,"elife_177",15,8,"GCV.Cp"
31,"beta_1",0.905,"elife_177",15,8,"GCV.Cp"
32,"beta_0",1,"elife_177",15,8,"GCV.Cp"
32,"beta_1",0.885,"elife_177",15,8,"GCV.Cp"
33,"beta_0",1,"elife_177",15,8,"GCV.Cp"
33,"beta_1",0.885,"elife_177",15,8,"GCV.Cp"
34,"beta_0",1,"elife_177",15,8,"GCV.Cp"
34,"beta_1",0.89,"elife_177",15,8,"GCV.Cp"
35,"beta_0",1,"elife_177",15,8,"GCV.Cp"
35,"beta_1",0.88,"elife_177",15,8,"GCV.Cp"
36,"beta_0",1,"elife_177",15,8,"GCV.Cp"
36,"beta_1",0.88,"elife_177",15,8,"GCV.Cp"
37,"beta_0",1,"elife_177",15,8,"GCV.Cp"
37,"beta_1",0.905,"elife_177",15,8,"GCV.Cp"
38,"beta_0",1,"elife_177",15,8,"GCV.Cp"
38,"beta_1",0.905,"elife_177",15,8,"GCV.Cp"
39,"beta_0",1,"elife_177",15,8,"GCV.Cp"
39,"beta_1",0.895,"elife_177",15,8,"GCV.Cp"
40,"beta_0",1,"elife_177",15,8,"GCV.Cp"
40,"beta_1",0.915,"elife_177",15,8,"GCV.Cp"
41,"beta_0",1,"elife_177",15,8,"GCV.Cp"
41,"beta_1",0.9,"elife_177",15,8,"GCV.Cp"
42,"beta_0",1,"elife_177",15,8,"GCV.Cp"
42,"beta_1",0.915,"elife_177",15,8,"GCV.Cp"
43,"beta_0",1,"elife_177",15,8,"GCV.Cp"
43,"beta_1",0.885,"elife_177",15,8,"GCV.Cp"
44,"beta_0",1,"elife_177",15,8,"GCV.Cp"
44,"beta_1",0.89,"elife_177",15,8,"GCV.Cp"
45,"beta_0",1,"elife_177",15,8,"GCV.Cp"
45,"beta_1",0.93,"elife_177",15,8,"GCV.Cp"
46,"beta_0",1,"elife_177",15,8,"GCV.Cp"
46,"beta_1",0.93,"elife_177",15,8,"GCV.Cp"
47,"beta_0",1,"elife_177",15,8,"GCV.Cp"
47,"beta_1",0.935,"elife_177",15,8,"GCV.Cp"
48,"beta_0",1,"elife_177",15,8,"GCV.Cp"
48,"beta_1",0.95,"elife_177",15,8,"GCV.Cp"
49,"beta_0",1,"elife_177",15,8,"GCV.Cp"
49,"beta_1",0.945,"elife_177",15,8,"GCV.Cp"
50,"beta_0",1,"elife_177",15,8,"GCV.Cp"
50,"beta_1",0.95,"elife_177",15,8,"GCV.Cp"
51,"beta_0",1,"elife_177",15,8,"GCV.Cp"
51,"beta_1",0.95,"elife_177",15,8,"GCV.Cp"
52,"beta_0",1,"elife_177",15,8,"GCV.Cp"
52,"beta_1",0.935,"elife_177",15,8,"GCV.Cp"
53,"beta_0",1,"elife_177",15,8,"GCV.Cp"
53,"beta_1",0.925,"elife_177",15,8,"GCV.Cp"
54,"beta_0",1,"elife_177",15,8,"GCV.Cp"
54,"beta_1",0.92,"elife_177",15,8,"GCV.Cp"
55,"beta_0",1,"elife_177",15,8,"GCV.Cp"
55,"beta_1",0.91,"elife_177",15,8,"GCV.Cp"
56,"beta_0",1,"elife_177",15,8,"GCV.Cp"
56,"beta_1",0.93,"elife_177",15,8,"GCV.Cp"
57,"beta_0",1,"elife_177",15,8,"GCV.Cp"
57,"beta_1",0.935,"elife_177",15,8,"GCV.Cp"
58,"beta_0",1,"elife_177",15,8,"GCV.Cp"
58,"beta_1",0.94,"elife_177",15,8,"GCV.Cp"
59,"beta_0",1,"elife_177",15,8,"GCV.Cp"
59,"beta_1",0.95,"elife_177",15,8,"GCV.Cp"
60,"beta_0",1,"elife_177",15,8,"GCV.Cp"
60,"beta_1",0.945,"elife_177",15,8,"GCV.Cp"
61,"beta_0",1,"elife_177",15,8,"GCV.Cp"
61,"beta_1",0.915,"elife_177",15,8,"GCV.Cp"
62,"beta_0",1,"elife_177",15,8,"GCV.Cp"
62,"beta_1",0.89,"elife_177",15,8,"GCV.Cp"
63,"beta_0",1,"elife_177",15,8,"GCV.Cp"
63,"beta_1",0.9,"elife_177",15,8,"GCV.Cp"
64,"beta_0",1,"elife_177",15,8,"GCV.Cp"
64,"beta_1",0.925,"elife_177",15,8,"GCV.Cp"
65,"beta_0",1,"elife_177",15,8,"GCV.Cp"
65,"beta_1",0.93,"elife_177",15,8,"GCV.Cp"
66,"beta_0",1,"elife_177",15,8,"GCV.Cp"
66,"beta_1",0.925,"elife_177",15,8,"GCV.Cp"
67,"beta_0",1,"elife_177",15,8,"GCV.Cp"
67,"beta_1",0.905,"elife_177",15,8,"GCV.Cp"
68,"beta_0",1,"elife_177",15,8,"GCV.Cp"
68,"beta_1",0.905,"elife_177",15,8,"GCV.Cp"
69,"beta_0",1,"elife_177",15,8,"GCV.Cp"
69,"beta_1",0.92,"elife_177",15,8,"GCV.Cp"
70,"beta_0",1,"elife_177",15,8,"GCV.Cp"
70,"beta_1",0.895,"elife_177",15,8,"GCV.Cp"
71,"beta_0",1,"elife_177",15,8,"GCV.Cp"
71,"beta_1",0.865,"elife_177",15,8,"GCV.Cp"
72,"beta_0",1,"elife_177",15,8,"GCV.Cp"
72,"beta_1",0.865,"elife_177",15,8,"GCV.Cp"
73,"beta_0",1,"elife_177",15,8,"GCV.Cp"
73,"beta_1",0.865,"elife_177",15,8,"GCV.Cp"
74,"beta_0",1,"elife_177",15,8,"GCV.Cp"
74,"beta_1",0.88,"elife_177",15,8,"GCV.Cp"
75,"beta_0",1,"elife_177",15,8,"GCV.Cp"
75,"beta_1",0.875,"elife_177",15,8,"GCV.Cp"
76,"beta_0",1,"elife_177",15,8,"GCV.Cp"
76,"beta_1",0.88,"elife_177",15,8,"GCV.Cp"
77,"beta_0",1,"elife_177",15,8,"GCV.Cp"
77,"beta_1",0.895,"elife_177",15,8,"GCV.Cp"
78,"beta_0",1,"elife_177",15,8,"GCV.Cp"
78,"beta_1",0.89,"elife_177",15,8,"GCV.Cp"
79,"beta_0",1,"elife_177",15,8,"GCV.Cp"
79,"beta_1",0.9,"elife_177",15,8,"GCV.Cp"
80,"beta_0",1,"elife_177",15,8,"GCV.Cp"
80,"beta_1",0.895,"elife_177",15,8,"GCV.Cp"
81,"beta_0",1,"elife_177",15,8,"GCV.Cp"
81,"beta_1",0.9,"elife_177",15,8,"GCV.Cp"
82,"beta_0",1,"elife_177",15,8,"GCV.Cp"
82,"beta_1",0.895,"elife_177",15,8,"GCV.Cp"
83,"beta_0",1,"elife_177",15,8,"GCV.Cp"
83,"beta_1",0.9,"elife_177",15,8,"GCV.Cp"
84,"beta_0",1,"elife_177",15,8,"GCV.Cp"
84,"beta_1",0.875,"elife_177",15,8,"GCV.Cp"
85,"beta_0",1,"elife_177",15,8,"GCV.Cp"
85,"beta_1",0.86,"elife_177",15,8,"GCV.Cp"
86,"beta_0",1,"elife_177",15,8,"GCV.Cp"
86,"beta_1",0.89,"elife_177",15,8,"GCV.Cp"
87,"beta_0",1,"elife_177",15,8,"GCV.Cp"
87,"beta_1",0.9,"elife_177",15,8,"GCV.Cp"
88,"beta_0",1,"elife_177",15,8,"GCV.Cp"
88,"beta_1",0.935,"elife_177",15,8,"GCV.Cp"
89,"beta_0",1,"elife_177",15,8,"GCV.Cp"
89,"beta_1",0.92,"elife_177",15,8,"GCV.Cp"
90,"beta_0",1,"elife_177",15,8,"GCV.Cp"
90,"beta_1",0.92,"elife_177",15,8,"GCV.Cp"
91,"beta_0",1,"elife_177",15,8,"GCV.Cp"
91,"beta_1",0.925,"elife_177",15,8,"GCV.Cp"
92,"beta_0",1,"elife_177",15,8,"GCV.Cp"
92,"beta_1",0.925,"elife_177",15,8,"GCV.Cp"
93,"beta_0",1,"elife_177",15,8,"GCV.Cp"
93,"beta_1",0.93,"elife_177",15,8,"GCV.Cp"
94,"beta_0",1,"elife_177",15,8,"GCV.Cp"
94,"beta_1",0.925,"elife_177",15,8,"GCV.Cp"
95,"beta_0",1,"elife_177",15,8,"GCV.Cp"
95,"beta_1",0.91,"elife_177",15,8,"GCV.Cp"
96,"beta_0",1,"elife_177",15,8,"GCV.Cp"
96,"beta_1",0.92,"elife_177",15,8,"GCV.Cp"
97,"beta_0",1,"elife_177",15,8,"GCV.Cp"
97,"beta_1",0.925,"elife_177",15,8,"GCV.Cp"
98,"beta_0",1,"elife_177",15,8,"GCV.Cp"
98,"beta_1",0.925,"elife_177",15,8,"GCV.Cp"
99,"beta_0",1,"elife_177",15,8,"GCV.Cp"
99,"beta_1",0.915,"elife_177",15,8,"GCV.Cp"
100,"beta_0",1,"elife_177",15,8,"GCV.Cp"
100,"beta_1",0.915,"elife_177",15,8,"GCV.Cp"
101,"beta_0",1,"elife_177",15,8,"GCV.Cp"
101,"beta_1",0.955,"elife_177",15,8,"GCV.Cp"
1,"beta_0",1,"elife_179",15,8,"GCV.Cp"
1,"beta_1",0.935,"elife_179",15,8,"GCV.Cp"
2,"beta_0",1,"elife_179",15,8,"GCV.Cp"
2,"beta_1",0.92,"elife_179",15,8,"GCV.Cp"
3,"beta_0",1,"elife_179",15,8,"GCV.Cp"
3,"beta_1",0.935,"elife_179",15,8,"GCV.Cp"
4,"beta_0",1,"elife_179",15,8,"GCV.Cp"
4,"beta_1",0.94,"elife_179",15,8,"GCV.Cp"
5,"beta_0",1,"elife_179",15,8,"GCV.Cp"
5,"beta_1",0.965,"elife_179",15,8,"GCV.Cp"
6,"beta_0",1,"elife_179",15,8,"GCV.Cp"
6,"beta_1",0.91,"elife_179",15,8,"GCV.Cp"
7,"beta_0",1,"elife_179",15,8,"GCV.Cp"
7,"beta_1",0.925,"elife_179",15,8,"GCV.Cp"
8,"beta_0",1,"elife_179",15,8,"GCV.Cp"
8,"beta_1",0.91,"elife_179",15,8,"GCV.Cp"
9,"beta_0",1,"elife_179",15,8,"GCV.Cp"
9,"beta_1",0.84,"elife_179",15,8,"GCV.Cp"
10,"beta_0",1,"elife_179",15,8,"GCV.Cp"
10,"beta_1",0.845,"elife_179",15,8,"GCV.Cp"
11,"beta_0",1,"elife_179",15,8,"GCV.Cp"
11,"beta_1",0.925,"elife_179",15,8,"GCV.Cp"
12,"beta_0",1,"elife_179",15,8,"GCV.Cp"
12,"beta_1",0.89,"elife_179",15,8,"GCV.Cp"
13,"beta_0",1,"elife_179",15,8,"GCV.Cp"
13,"beta_1",0.845,"elife_179",15,8,"GCV.Cp"
14,"beta_0",1,"elife_179",15,8,"GCV.Cp"
14,"beta_1",0.865,"elife_179",15,8,"GCV.Cp"
15,"beta_0",1,"elife_179",15,8,"GCV.Cp"
15,"beta_1",0.94,"elife_179",15,8,"GCV.Cp"
16,"beta_0",1,"elife_179",15,8,"GCV.Cp"
16,"beta_1",0.85,"elife_179",15,8,"GCV.Cp"
17,"beta_0",1,"elife_179",15,8,"GCV.Cp"
17,"beta_1",0.845,"elife_179",15,8,"GCV.Cp"
18,"beta_0",1,"elife_179",15,8,"GCV.Cp"
18,"beta_1",0.925,"elife_179",15,8,"GCV.Cp"
19,"beta_0",1,"elife_179",15,8,"GCV.Cp"
19,"beta_1",0.94,"elife_179",15,8,"GCV.Cp"
20,"beta_0",1,"elife_179",15,8,"GCV.Cp"
20,"beta_1",0.93,"elife_179",15,8,"GCV.Cp"
21,"beta_0",1,"elife_179",15,8,"GCV.Cp"
21,"beta_1",0.9,"elife_179",15,8,"GCV.Cp"
22,"beta_0",1,"elife_179",15,8,"GCV.Cp"
22,"beta_1",0.915,"elife_179",15,8,"GCV.Cp"
23,"beta_0",1,"elife_179",15,8,"GCV.Cp"
23,"beta_1",0.905,"elife_179",15,8,"GCV.Cp"
24,"beta_0",1,"elife_179",15,8,"GCV.Cp"
24,"beta_1",0.9,"elife_179",15,8,"GCV.Cp"
25,"beta_0",1,"elife_179",15,8,"GCV.Cp"
25,"beta_1",0.92,"elife_179",15,8,"GCV.Cp"
26,"beta_0",1,"elife_179",15,8,"GCV.Cp"
26,"beta_1",0.95,"elife_179",15,8,"GCV.Cp"
27,"beta_0",1,"elife_179",15,8,"GCV.Cp"
27,"beta_1",0.955,"elife_179",15,8,"GCV.Cp"
28,"beta_0",1,"elife_179",15,8,"GCV.Cp"
28,"beta_1",0.945,"elife_179",15,8,"GCV.Cp"
29,"beta_0",1,"elife_179",15,8,"GCV.Cp"
29,"beta_1",0.92,"elife_179",15,8,"GCV.Cp"
30,"beta_0",1,"elife_179",15,8,"GCV.Cp"
30,"beta_1",0.91,"elife_179",15,8,"GCV.Cp"
31,"beta_0",1,"elife_179",15,8,"GCV.Cp"
31,"beta_1",0.895,"elife_179",15,8,"GCV.Cp"
32,"beta_0",1,"elife_179",15,8,"GCV.Cp"
32,"beta_1",0.915,"elife_179",15,8,"GCV.Cp"
33,"beta_0",1,"elife_179",15,8,"GCV.Cp"
33,"beta_1",0.925,"elife_179",15,8,"GCV.Cp"
34,"beta_0",1,"elife_179",15,8,"GCV.Cp"
34,"beta_1",0.92,"elife_179",15,8,"GCV.Cp"
35,"beta_0",1,"elife_179",15,8,"GCV.Cp"
35,"beta_1",0.92,"elife_179",15,8,"GCV.Cp"
36,"beta_0",1,"elife_179",15,8,"GCV.Cp"
36,"beta_1",0.89,"elife_179",15,8,"GCV.Cp"
37,"beta_0",1,"elife_179",15,8,"GCV.Cp"
37,"beta_1",0.885,"elife_179",15,8,"GCV.Cp"
38,"beta_0",1,"elife_179",15,8,"GCV.Cp"
38,"beta_1",0.885,"elife_179",15,8,"GCV.Cp"
39,"beta_0",1,"elife_179",15,8,"GCV.Cp"
39,"beta_1",0.905,"elife_179",15,8,"GCV.Cp"
40,"beta_0",1,"elife_179",15,8,"GCV.Cp"
40,"beta_1",0.94,"elife_179",15,8,"GCV.Cp"
41,"beta_0",1,"elife_179",15,8,"GCV.Cp"
41,"beta_1",0.95,"elife_179",15,8,"GCV.Cp"
42,"beta_0",1,"elife_179",15,8,"GCV.Cp"
42,"beta_1",0.935,"elife_179",15,8,"GCV.Cp"
43,"beta_0",1,"elife_179",15,8,"GCV.Cp"
43,"beta_1",0.91,"elife_179",15,8,"GCV.Cp"
44,"beta_0",1,"elife_179",15,8,"GCV.Cp"
44,"beta_1",0.905,"elife_179",15,8,"GCV.Cp"
45,"beta_0",1,"elife_179",15,8,"GCV.Cp"
45,"beta_1",0.93,"elife_179",15,8,"GCV.Cp"
46,"beta_0",1,"elife_179",15,8,"GCV.Cp"
46,"beta_1",0.945,"elife_179",15,8,"GCV.Cp"
47,"beta_0",1,"elife_179",15,8,"GCV.Cp"
47,"beta_1",0.945,"elife_179",15,8,"GCV.Cp"
48,"beta_0",1,"elife_179",15,8,"GCV.Cp"
48,"beta_1",0.945,"elife_179",15,8,"GCV.Cp"
49,"beta_0",1,"elife_179",15,8,"GCV.Cp"
49,"beta_1",0.95,"elife_179",15,8,"GCV.Cp"
50,"beta_0",1,"elife_179",15,8,"GCV.Cp"
50,"beta_1",0.915,"elife_179",15,8,"GCV.Cp"
51,"beta_0",1,"elife_179",15,8,"GCV.Cp"
51,"beta_1",0.93,"elife_179",15,8,"GCV.Cp"
52,"beta_0",1,"elife_179",15,8,"GCV.Cp"
52,"beta_1",0.94,"elife_179",15,8,"GCV.Cp"
53,"beta_0",1,"elife_179",15,8,"GCV.Cp"
53,"beta_1",0.905,"elife_179",15,8,"GCV.Cp"
54,"beta_0",1,"elife_179",15,8,"GCV.Cp"
54,"beta_1",0.915,"elife_179",15,8,"GCV.Cp"
55,"beta_0",1,"elife_179",15,8,"GCV.Cp"
55,"beta_1",0.935,"elife_179",15,8,"GCV.Cp"
56,"beta_0",1,"elife_179",15,8,"GCV.Cp"
56,"beta_1",0.935,"elife_179",15,8,"GCV.Cp"
57,"beta_0",1,"elife_179",15,8,"GCV.Cp"
57,"beta_1",0.94,"elife_179",15,8,"GCV.Cp"
58,"beta_0",1,"elife_179",15,8,"GCV.Cp"
